Facility_Name,lat,long,level_0,State,City,Primary Restriction,Other Requirement 1,Other Requirement 2,Other Requirement 3,Other Requirement 4,Color Coding,num_max_books,only_paperback,condition_good_used_okay,bundle,has_no_restrictions,condition_new,needs_prior_approval,hardcover_okay,accept_books,Number_of_books_accepted
Shelby County Jail,33.18357,-86.627385,409,Indiana,Shelbyville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Decatur Work Release ,41.239485,-85.81841,13,Alabama,Decatur,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Corecuh County Federal,37.352583,-121.902327,14,Alabama,Evergreen,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lauderdale County Sheriff's Office,35.74606,-89.55568,15,Alabama,Florence,,Postcards Only,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Limestone Correctional ,34.812167,-86.804192,16,Alabama,Harvest,,,,,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Mobile Co. Jail,30.681,-88.04175,18,Alabama,Mobile,,,,,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,3
FPC Maxwell Air Force Base,32.386805,-86.35366,19,Alabama,Montgomery,"Write: ""APPROVED READING MATERIAL"" on package.",,,,,"write: ""approved reading material"" on package.",9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Montgomery City Jail,32.374648,-86.304375,20,Alabama,Montgomery,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Kilby Correctional ,32.38804,-86.100624,21,Alabama,Mt. Meigs,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
St. Clair Correctional ,33.747014,-86.385127,22,Alabama,Springville,,,,,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,3
FCI,24.047019,84.072557,23,Alabama,Talladega,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,113,Arkansas,Forrest City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,468,Kentucky,Manchester,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,505,Louisiana,Oakdale,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
FCI,24.047019,84.072557,749,New York,Ray Brook,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,854,Ohio,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,877,Oklahoma,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,1010,South Carolina,Estill,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,1189,West Virginia,Morgantown,,,,,,,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Accept limited books,5
FCI,35.00918,-90.783394,23,Alabama,Talladega,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,35.00918,-90.783394,113,Arkansas,Forrest City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,35.00918,-90.783394,468,Kentucky,Manchester,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,35.00918,-90.783394,505,Louisiana,Oakdale,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
FCI,35.00918,-90.783394,749,New York,Ray Brook,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,35.00918,-90.783394,854,Ohio,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,35.00918,-90.783394,877,Oklahoma,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,35.00918,-90.783394,1010,South Carolina,Estill,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
FCI,35.00918,-90.783394,1189,West Virginia,Morgantown,,,,,,,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Accept limited books,5
FCI,24.047019,84.072557,23,Alabama,Talladega,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,113,Arkansas,Forrest City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,468,Kentucky,Manchester,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,505,Louisiana,Oakdale,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
FCI,24.047019,84.072557,749,New York,Ray Brook,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,854,Ohio,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,877,Oklahoma,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,1010,South Carolina,Estill,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,1189,West Virginia,Morgantown,,,,,,,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Accept limited books,5
FCI,24.047019,84.072557,23,Alabama,Talladega,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,113,Arkansas,Forrest City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,468,Kentucky,Manchester,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,505,Louisiana,Oakdale,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
FCI,24.047019,84.072557,749,New York,Ray Brook,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,854,Ohio,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,877,Oklahoma,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,1010,South Carolina,Estill,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,1189,West Virginia,Morgantown,,,,,,,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Accept limited books,5
FCI,24.047019,84.072557,23,Alabama,Talladega,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,113,Arkansas,Forrest City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,468,Kentucky,Manchester,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,505,Louisiana,Oakdale,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
FCI,24.047019,84.072557,749,New York,Ray Brook,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,854,Ohio,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,877,Oklahoma,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,1010,South Carolina,Estill,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,1189,West Virginia,Morgantown,,,,,,,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Accept limited books,5
FCI,24.047019,84.072557,23,Alabama,Talladega,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,113,Arkansas,Forrest City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,468,Kentucky,Manchester,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,505,Louisiana,Oakdale,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
FCI,24.047019,84.072557,749,New York,Ray Brook,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,854,Ohio,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,877,Oklahoma,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,1010,South Carolina,Estill,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,1189,West Virginia,Morgantown,,,,,,,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Accept limited books,5
FCI,24.047019,84.072557,23,Alabama,Talladega,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,113,Arkansas,Forrest City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,468,Kentucky,Manchester,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,505,Louisiana,Oakdale,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
FCI,24.047019,84.072557,749,New York,Ray Brook,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,854,Ohio,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,877,Oklahoma,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,1010,South Carolina,Estill,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,1189,West Virginia,Morgantown,,,,,,,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Accept limited books,5
FCI,24.047019,84.072557,23,Alabama,Talladega,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,113,Arkansas,Forrest City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,468,Kentucky,Manchester,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,505,Louisiana,Oakdale,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
FCI,24.047019,84.072557,749,New York,Ray Brook,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,854,Ohio,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,877,Oklahoma,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,1010,South Carolina,Estill,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,1189,West Virginia,Morgantown,,,,,,,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Accept limited books,5
FCI,24.047019,84.072557,23,Alabama,Talladega,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,113,Arkansas,Forrest City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,468,Kentucky,Manchester,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,505,Louisiana,Oakdale,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
FCI,24.047019,84.072557,749,New York,Ray Brook,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,854,Ohio,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,877,Oklahoma,El Reno,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,1010,South Carolina,Estill,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
FCI,24.047019,84.072557,1189,West Virginia,Morgantown,,,,,,,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Accept limited books,5
Bullock Correctional ,32.149396,-85.672335,24,Alabama,Union Springs,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,No limit on books,No limit on books
Perry County Detention Center,27.247804,-98.126306,25,Alabama,Union Town,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Tutwiler Prison for Women,32.563821,-86.19364,26,Alabama,Wetumpka,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
ACC East,25.791058,-80.21153,27,Alaska,Anchorage,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Yukon Kusko Kwim Correctional ,63.652994,-136.813577,28,Alaska,Bethel,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Ketchikan,55.356304,-131.683165,29,Alaska,Ketchikan,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lemon Creek,58.35655,-134.503263,30,Alaska,Juneau,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Matsu Pre-Trial,47.216868,7.294894,31,Alaska,Palmer,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Doesn't accept books,Doesn't accept books
Spring Creek Correctional ,39.802263,-89.695464,32,Alaska,Seward,,Publisher Only,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Goose Creek Corr. Ctr,61.580595,-149.467502,33,Alaska,Wasilla,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lewis Bachman Unit,33.214098,-112.64936,34,Arizona,Buckeye,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Lewis Barchey Unit,33.208389,-112.650825,35,Arizona,Buckeye,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Lewis Buckley Unit,33.209044,-112.655098,36,Arizona,Buckeye,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Lewis Eagle Point Unit,42.459804,-122.803634,37,Arizona,Buckeye,,,,,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lewis Morey Unit,33.205385,-112.655848,38,Arizona,Buckeye,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Lewis Rast Unit,33.214506,-112.654072,39,Arizona,Buckeye,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Lewis Stiner Unit,33.204436,-112.65153,40,Arizona,Buckeye,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Lewis Sunrise Unit,33.195148,-112.639275,41,Arizona,Buckeye,,,,,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Yavapai Co. Det Svc ,34.566581,-112.424784,42,Arizona,Camp Verde,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Douglas Gila Unit,31.349972,-109.561893,43,Arizona,Douglas,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Douglas Maricopa Unit,54.15,-4.48333,44,Arizona,Douglas,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Douglas Mohave Unit,31.349972,-109.561893,45,Arizona,Douglas,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Douglas Papago Unit,31.349972,-109.561893,46,Arizona,Douglas,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
CCA/Red Rock Correctional Center ,32.808678,-111.52063,47,Arizona,Eloy,,,,,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,3
CCA/Saguaro Correctional Center ,32.809344,-111.526442,48,Arizona,Eloy,Holds HAWAII inmates,,,,"Waiting to see if we can get on approved sender list, for now DNS",holds hawaii inmates,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
La Palma Correctional Center ,37.566652,-78.474686,49,Arizona,Eloy,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Eyman ,33.03655,-111.32711,50,Arizona,Florence,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Eyman Meadows Unit,32.208922,-82.375843,51,Arizona,Florence,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence CBK,43.77925,11.24626,52,Arizona,Florence,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence Central Unit,43.77925,11.24626,53,Arizona,Florence,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence East Unit,34.80953,-87.64947,54,Arizona,Florence,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence Kassan,43.77925,11.24626,55,Arizona,Florence,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence North Unit,34.821447,-87.678251,56,Arizona,Florence,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence South Unit,34.142379,-79.76923,57,Arizona,Florence,,,,,"Test pkg rtn'd, verifies DNS, 9-30-20-mike",,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence West ,34.15565,-79.87644,58,Arizona,Florence,Private CCA (no lookup),,,,,private cca (no lookup),3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,3
Central Arizona C.F. ,15.30714,120.79762,59,Arizona,Florence,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Federal C.C. ,35.00918,-90.783394,60,Arizona,Forrest City,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence Globe,43.779175,11.249456,61,Arizona,Globe,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence Complex Detention,40.68922,-73.989522,62,Arizona,Goodyear,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence Complex Minors,47.680014,-55.431362,63,Arizona,Goodyear,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence Lumley Unit,28.049344,-81.725511,64,Arizona,Goodyear,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence Piestewa Unit,33.469661,-112.446926,65,Arizona,Goodyear,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence San Carlos Unit,43.779175,11.249456,66,Arizona,Goodyear,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence San Pedro Unit,43.779175,11.249456,67,Arizona,Goodyear,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence Santa Cruz Unit,43.779175,11.249456,68,Arizona,Goodyear,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence Santa Maria Unit,43.779175,11.249456,69,Arizona,Goodyear,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence Santa Rosa Unit,43.779175,11.249456,70,Arizona,Goodyear,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence Special Management,38.36702,-108.236462,71,Arizona,Goodyear,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence Womens Treatment,40.767372,-111.945764,72,Arizona,Goodyear,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Navajo County Jail ,34.902579,-110.159189,73,Arizona,Holbrook,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
KIngman Cerbat Unit,35.209746,-114.046228,74,Arizona,Kingman,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Marana Community Correctional Treatment ,32.41767,-111.24113,75,Arizona,Marana,,, ,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
4th Street Jail / Buckeye Jail ,39.270288,-77.637423,76,Arizona,Phoenix,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Phoenix Alhambra Reception,47.199097,-100.177349,77,Arizona,Phoenix,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Phoenix B - Ward,21.297637,-157.853846,78,Arizona,Phoenix,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Phoenix West Phoenix West ,33.481825,-112.168204,79,Arizona,Phoenix,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI PHOENIX ,47.199097,-100.177349,80,Arizona,Phoenix,,,,,,,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,4
Maricopa County Sheriffs Office ,33.44849,-112.07562,81,Arizona,Phoenix,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Florence Picacho Unit,43.779175,11.249456,82,Arizona,Picacho,,,,no dictionary,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,3
Safford Ft. Grant Unit,32.62398,-109.944539,83,Arizona,Safford,,,,No Sex,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Safford Graham Unit,32.831,-109.71534,84,Arizona,Safford,,,,No Sex,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Safford Tonto Unit,32.62398,-109.944539,85,Arizona,Safford,,,,No Sex,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Yuma Cheyenne Unit,32.553325,-114.510731,86,Arizona,San Luis,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Yuma Cibola Unit,32.553325,-114.510731,87,Arizona,San Luis,,,,,Only from Amazon 5/31/16 meb,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
