FacilityName,lat,long,S,State,City,PrimaryRestriction,Other Requirement 1,Other Requirement 2,Other Requirement 3,Other Requirement 4,Color Coding,num_max_books,only_paperback,condition_good_used_okay,bundle,has_no_restrictions,condition_new,needs_prior_approval,hardcover_okay,color_v2,,
St. Genevieve County Jail,44.981413,-92.723731,607,Missouri,St. Genevieve,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Western Correctional ,11.13,122.53,608,Missouri,St. Joseph,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
CCM St. Louis - Federal ,-6.796796,39.237449,609,Missouri,St. Louis,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Montana Women's Prison (MWP) ,45.774892,-108.495661,611,Montana,Billings,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Montana State Prison (MSP) ,46.382516,-112.800666,612,Montana,Deer Lodge,,,,,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Dawson County Regional Prison,47.13083,-104.68519,613,Montana,Glendive,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Cascade County,-4.66667,55.5,614,Montana,Great Falls,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Crossroads Correctional ,38.849103,-77.130818,615,Montana,Shelby,,,"Mail will be returned to sender if contains oily stains, discolorations, crystallization or excessive 
wrapping/tape/string.",No stickers on books,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Montana State Hospital,46.180605,-112.793195,616,Montana,Warm Springs,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Lancaster County DOC,46.43777,20.1375,617,Nebraska,Lincoln,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Diagnostic & Evaluation Center,-8.585242,116.111135,618,Nebraska,Lincoln,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Nebraska State Prison,41.499671,-99.810075,619,Nebraska,Lincoln,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Lincoln Correctional ,40.8,-96.66696,620,Nebraska,Lincoln,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Omaha Correctional ,41.264998,-95.990742,621,Nebraska,Omaha,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Mountain View,37.393196,-122.074254,622,Nebraska,Spruce Pine,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Tecumseh State Correctional (TSCI) ,42.006321,-83.942758,623,Nebraska,Tecumseh,,Warden may keep certain Publications in Facility but inmate cannot possess,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Nebraska Correctional Facility for Women,44.790067,-93.538447,624,Nebraska,York,,No martial arts,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Northern NH Correctional ,44.906158,-72.191376,625,New Hampshire,Berlin,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
NH State Prison for Men ,43.227048,-71.557692,626,New Hampshire,Concord,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Stafford County DOC,38.42207,-77.40832,627,New Hampshire,Dover,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Manchester-Hillsborough CO,18.037405,-77.502783,629,New Hampshire,Manchester,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
MCJ (MCDOC),11.233948,-72.493051,630,New Hampshire,Boscawen,,,No Violence,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Adult Diagnostic & Treatment Center,40.590024,-74.272997,631,New Jersey,Avenal,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
AC Wagner Youth Correctional ,42.081727,-87.782231,632,New Jersey,Bordentown,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
South Woods State Prison,39.413176,-75.208221,633,New Jersey,Bridgeton,,,No Sex,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Riverfront State Prison,9.255596,29.795189,634,New Jersey,Camden,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Cape May Correctional ,38.940261,-74.907041,635,New Jersey,Cape May,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Mahan Correctional - Women,45.530122,-122.991515,636,New Jersey,Clinton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Southern State Correctional,6.251044,36.581461,637,New Jersey,Delmont,,, No discolored or stained pages,"No Annotation, writing, underlining","Hardcover okay, must be under 3 pounds",,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,green,"""green""","""green"""
Union Co Jail,34.715274,-81.6261,638,New Jersey,Elizabeth,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
FCI Federal ,24.047019,84.072557,639,New Jersey,Fairton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
"FCI - Fort Dix, Joint Base MDL, PO Box 2000",37.969062,-121.665128,640,New Jersey,Fort Dix/Joint Base MDL,,,No Sex (Judgement call on art),,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,green,"""green""","""green"""
Bergen County Jail,40.87383,-74.039008,642,New Jersey,Hackensack,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Talbot Hall - Unit Harmony,29.791503,-90.801518,643,New Jersey,Kearny,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Bayside State Prison,39.240064,-74.957476,644,New Jersey,Leesburg,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Upstate CF,40.726322,-73.98645,645,New Jersey,Malone,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Middlesex Correctional ,40.573729,-74.503455,646,New Jersey,New Brunswick,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Northern State Prison,40.71275,-74.17313,647,New Jersey,Newark,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Passaic County Jail,40.912745,-74.173612,648,New Jersey,Paterson,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
East Jersey State Prison ,40.589866,-74.268936,649,New Jersey,Rahway,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Mercer County Correction Center,40.32936,-74.91945,650,New Jersey,Trenton,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
New Jersey State Prison P.O. Box 861,37.969062,-121.665128,651,New Jersey,Trenton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Mid State CF,40.885361,-78.086197,652,New Jersey,Wrightstown,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
SBI,12.316308,76.627732,653,New Jersey,West Trenton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Garden State Youth,45.755768,4.832908,654,New Jersey,Yardville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Yorksville Midstate,40.761914,-89.598826,655,New Jersey,Yorksville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
"FCI LaTuna, Federal Facility",-8.39234,124.05583,656,New Mexico,Anthony,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
OCPF/MTC,50.481214,34.965155,657,New Mexico,Chaparral,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Cibola County Corrections / Western New Mexico,34.941919,-107.999635,658,New Mexico,Cibola County,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Northeast New Mexico Detention Facility ,36.43546,-103.12455,659,New Mexico,Clayton,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Gallup,35.522787,-108.747405,660,New Mexico,Gallup,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,green,"""green""","""green"""
Western NM Correctional Facility,11.13,122.53,661,New Mexico,Grants,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Lea County Correctional ,32.785343,-103.437844,662,New Mexico,Hobbs,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Southern New Mexico Correctional ,-16.652528,26.491397,663,New Mexico,Las Cruces,,Only send to chaplain,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Central New Mexico Correctional ,15.061654,120.716849,664,New Mexico,Los Lunas,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Penitentiary of New Mexico ,35.563132,-106.054072,665,New Mexico,Santa Fe,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Guadalupe County Correctional Facility,25.68041,-100.217239,666,New Mexico,Santa Rosa,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Springer Woman's Facility,36.365967,-104.593368,667,New Mexico,Springer ,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Albion Corr. Facility,42.24775,-84.757263,668,New York,Albion,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Orleans Correctional ,30.056708,-89.889852,669,New York,Albion,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Wende Correctional ,51.290493,13.531313,670,New York,Alden,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Altona Correctional ,53.56549,9.856285,671,New York,Altona,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Attica Correctional ,37.92037,23.9035,672,New York,Attica,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Wyoming Correctional ,43.001645,-107.55153,673,New York,Attica,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Auburn Correctional ,47.317254,-122.228761,674,New York,Auburn,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Buffalo Federal Detention Center,43.020975,-78.201078,675,New York,Batavia,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Fishkill Correctional ,41.536202,-73.895721,676,New York,Beacon,,Return address must be stamped,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Bedford Hills Correctional ,41.239228,-73.6896,677,New York,Bedford Hills,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Lakeview Shock Incarceration Correction ,42.43202,-75.86547,678,New York,Brocton,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Metropolitan Detention Center,34.053534,-118.238486,679,New York,Brooklyn,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Psychiatric Center Hospital,31.511,-97.1985,680,New York,Buffalo,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Cape Vincent Correctional ,44.125739,-76.330767,681,New York,Cape Vincent,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Collins Correctional ,40.542844,-105.06543,682,New York,Collins,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Great Meadow Correctional(PO Box 51),50.751229,-3.407393,683,New York,Comstock,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Coxsackie Correctional ,42.357165,-73.803078,684,New York,Coxsackie,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Greene CF,6.986429,21.668827,685,New York,Coxsackie,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Clinton Correctional ,38.76511,-76.89831,686,New York,Dannemora,,,,,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Rikers Island,40.790125,-73.882657,687,New York,East Elmhurst,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Nassau County Jail,30.61104,-81.6311,688,New York,East Meadow,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Elmira Correctional ,42.096729,-76.833198,689,New York,Elmira,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Sullivan Correctional ,38.2081,-91.16042,690,New York,Fallsburg,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Downstate Correctional ,41.5327,-73.945865,691,New York,Fishkill,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Camp Gabriels Correctional ,53.364616,-6.184245,692,New York,Gabriels,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
GCF,37.863272,-84.660279,693,New York,Gouverneur,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Gowanda Correctional ,42.461288,-78.936407,694,New York,Gowanda,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Hudson Correctional,41.24006,-81.44067,695,New York,Hudson,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Indian Springs Correctional,33.353227,-86.76125,696,New York,Indian Springs,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Johnstown Correctional,40.32674,-78.92197,697,New York,Johnstown,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Cattaraugus,42.238266,-78.683934,698,New York,Little Valley,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Queensboro Corr. Fac.,40.750607,-73.94026,699,New York,Long Island City,,No news,No Magazines,,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Bare Hill Correctional ,9.595413,12.044718,700,New York,Malone,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Upstate Correctional ,44.869287,-74.314018,701,New York,Malone,,,No Magazines,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Central NY Psychiatric Ctr,43.167598,-75.302984,702,New York,Marcy,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Marcy Correctional ,43.107898,-88.131368,703,New York,Marcy,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Mid-State Correctional ,39.998334,-74.583555,704,New York,Marcy,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Chautauqua County Jail,37.12847,-96.18745,705,New York,Mayville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Cayuga Correctional ,42.919494,-76.727982,706,New York,Moravia,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Ulster CF,6.986429,21.668827,707,New York,Napanoch,,,,,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Eastern Correctional ,-32.19228,26.501313,708,New York,Napanoch,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Metropolitan Correctional / Lincoln Correctional,26.122958,91.967629,709,New York,New York,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Riverview Correctional ,27.820475,-82.303571,710,New York,Ogdensburg,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Starc Bridgeview,45.701939,5.005536,711,New York,Ogdensburg,"Must call to verify, 315-394-6367, Mr. Stickles",,,"No Rape, Nothing sexually suggestive",No child violence,"must call to verify, 315-394-6367, mr. stickles",9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,green,"""green""","""green"""
Sing Sing Correctional Facility,41.151577,-73.868392,712,New York,Ossining,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,green,"""green""","""green"""
FCI Otisville,24.047019,84.072557,713,New York,Otisville,,NO Composition Books,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Otisville Correctional ,41.470351,-74.539518,714,New York,Otisville,,,Magazines must not be more than 3 months old,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Southport Correctional ,53.657447,-3.004251,715,New York,Pine City,,no News,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Creedmore Psychiatric Center,12.529476,78.205064,716,New York,Queens Village,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Adirondack Correctional ,43.360903,-111.241225,717,New York,Ray Brook,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Butler Correctional ,40.853708,-79.940229,718,New York,Red Creek,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Mohawk Correctional,41.011746,-74.66897,719,New York,Rome,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Oneida Correctional ,43.080492,-75.67231,720,New York,Rome,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Five Points Correctional ,39.558183,-84.184641,721,New York,Romulus,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Seaford County Jail,45.145908,-95.013124,722,New York,Seaford,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Groveland Correctional / Livingston Correctional,42.676289,-77.825697,723,New York,Sonyea,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Camp Pharsalia Correctional ,15.855419,74.501096,724,New York,South Plymouth,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Arthur Kill Correctional ,29.682232,-93.89954,725,New York,Staten Island,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Green Haven Correctional ,41.588022,-73.724855,726,New York,Stormville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Shawangunk Correctional ,41.63398,-74.25904,727,New York,Wallkill,,,"No how to books (electrical, computers, coding, etc.)",,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,green,"""green""","""green"""
Mid-Orange,35.118338,-89.980371,728,New York,Warwick,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
WCF,11.311927,-12.305597,729,New York,Watertown,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Mt. McGregor Correctional ,33.91667,35.66667,730,New York,Wilton,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Woodbourne Correctional ,40.20138,-74.887033,731,New York,Woodbourne,,, ,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
"Randolph Correctional, PO Box 4128",35.630594,-79.627104,732,North Carolina,Ashboro,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Craggy CC,35.610994,-82.438577,733,North Carolina,Asheville,"Send to:2992 Riverside Drive, PO Box closed",,"Letter must indicate ""mailroom has approved books"" or letter is DNS.
",,"DNS May-1, un-DNS 5-25-21 mike","send to:2992 riverside drive, po box closed",9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Buncombe Correctional ,35.622968,-82.500326,734,North Carolina,Asheville,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Albemarle Correctional ,38.017994,-78.660003,735,North Carolina,Badin,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Pamlico Correctional ,35.160232,-76.770998,736,North Carolina,Bayboro,,"No Composition Books, no blank paper",,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Western Correctional Center for Women (formerly Swannanoa CCW),35.61133,-82.37313,737,North Carolina,Black Mountain,Send to: 55 Lake Eden Road,,,,,send to: 55 lake eden road,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Caswell Corr. Ctr,-33.756211,150.737685,738,North Carolina,Blanch,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Watauga Co. Detention Ctr.,36.221129,-81.707085,739,North Carolina,Boone,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Franklin Correctional Center,37.566652,-78.474686,740,North Carolina,Bunn,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Pender Correctional ,34.542936,-77.896377,741,North Carolina,Burgaw,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,green,"""green""","""green"""
FCI Butner / Low Security (PO Box 999),36.143894,-78.79994,742,North Carolina,Butner,,,,No Sex,No composition notebooks,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
FCI Butner/ Medium Security (PO Box 1000),36.14006,-78.804224,743,North Carolina,Butner,,,,No Sex,No composition notebooks,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
"Federal Medical Center,Box 1600",14.612264,121.091722,744,North Carolina,Butner,,,,No Sex,No composition notebooks,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Granville Correctional Institution (formerly Polk) ,-33.834113,151.009502,745,North Carolina,Butner,Box 2500,,,No Sex,,box 2500,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Charlotte Correctional Center ,37.566652,-78.474686,746,North Carolina,Charlotte,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Mecklenburg County Jail,35.236548,-80.82891,747,North Carolina,Charlotte,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Sampson Correctional ,35.040166,-78.375725,748,North Carolina,Clinton,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Tyrell Prison Work Farm,35.957312,-76.227886,749,North Carolina,Columbia,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Gaston Correctional Center,37.566652,-78.474686,750,North Carolina,Dallas,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Pasquotank Correctional ,36.361511,-76.310839,751,North Carolina,Elizabeth City,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Cumberland County Detention,39.41297,-75.26037,752,North Carolina,Fayetteville,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Neuse Correctional ,35.38792,-78.03684,753,North Carolina,Goldsboro,"Write: ""APPROVED MATERIAL"" on package.",,,,,"write: ""approved material"" on package.",9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Orange Correction Center,40.767529,-111.945308,754,North Carolina,Hillborough,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
"Richmond CI (formerly Morrison Correctional, name change 10-4-21)",-37.933892,145.192905,755,North Carolina,Hoffman,,,,No Sex,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Odom Correctional Institution ,43.635417,-88.706387,757,North Carolina,Jackson,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
